sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,status,payment,order_date,delivery_date,delivery_time,age_group
4701,940,514,102,2,204,Jacket,Windbreaker,XL,blue,109,59,"A blue coloured, XL sized, Windbreaker Jacket",813,fulan 813,Male,62,82 Kirlin StreetSuite 641,372,Tillmanview,New South Wales,Australia,Active,11980.0,2021-09-11,2021-10-04,23.0,Adults
4702,940,540,98,3,294,Jacket,Leather,XS,green,113,57,"A green coloured, XS sized, Leather Jacket",813,fulan 813,Male,62,82 Kirlin StreetSuite 641,372,Tillmanview,New South Wales,Australia,Active,11980.0,2021-09-11,2021-10-04,23.0,Adults
4703,941,518,102,3,306,Jacket,Windbreaker,L,indigo,109,67,"A indigo coloured, L sized, Windbreaker Jacket",662,fulan 662,Female,58,8986 Alice IslandApt. 026,3207,Pipershire,Queensland,Australia,Active,56019.0,2021-09-30,2021-10-05,5.0,Adults
4704,941,1224,105,3,315,Trousers,Pleated,XL,violet,90,65,"A violet coloured, XL sized, Pleated Trousers",662,fulan 662,Female,58,8986 Alice IslandApt. 026,3207,Pipershire,Queensland,Australia,Active,56019.0,2021-09-30,2021-10-05,5.0,Adults
4705,942,867,113,1,113,Trousers,Chinos,M,indigo,100,64,"A indigo coloured, M sized, Chinos Trousers",282,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,46279.0,2021-06-09,2021-06-10,1.0,Adults
4706,942,192,98,1,98,Shirt,Camp Collared,M,green,112,41,"A green coloured, M sized, Camp Collared Shirt",282,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,46279.0,2021-06-09,2021-06-10,1.0,Adults
4707,942,383,94,3,282,Shirt,Henley,L,violet,92,51,"A violet coloured, L sized, Henley Shirt",282,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,46279.0,2021-06-09,2021-06-10,1.0,Adults
4708,942,251,95,2,190,Shirt,Polo,S,orange,117,78,"A orange coloured, S sized, Polo Shirt",282,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,46279.0,2021-06-09,2021-06-10,1.0,Adults
4709,942,646,93,2,186,Jacket,Coach,S,green,115,60,"A green coloured, S sized, Coach Jacket",282,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,46279.0,2021-06-09,2021-06-10,1.0,Adults
4710,943,1081,93,1,93,Trousers,Joggers,S,violet,94,63,"A violet coloured, S sized, Joggers Trousers",76,fulan 76,Prefer not to say,51,1805 Harry RoadApt. 445,2030,Hellermouth,New South Wales,Australia,Active,26707.0,2021-02-22,2021-03-14,20.0,Adults
4711,943,217,106,3,318,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt",76,fulan 76,Prefer not to say,51,1805 Harry RoadApt. 445,2030,Hellermouth,New South Wales,Australia,Active,26707.0,2021-02-22,2021-03-14,20.0,Adults
4712,943,455,118,1,118,Jacket,Puffer,XS,red,110,67,"A red coloured, XS sized, Puffer Jacket",76,fulan 76,Prefer not to say,51,1805 Harry RoadApt. 445,2030,Hellermouth,New South Wales,Australia,Active,26707.0,2021-02-22,2021-03-14,20.0,Adults
4713,944,820,117,2,234,Jacket,Shearling,XS,green,95,74,"A green coloured, XS sized, Shearling Jacket",774,fulan 774,Prefer not to say,34,2096 Wilson MewsApt. 714,8590,West Jonathanshire,Tasmania,Australia,Active,27648.0,2021-07-17,2021-08-09,23.0,Adults
4714,945,457,118,1,118,Jacket,Puffer,M,red,110,62,"A red coloured, M sized, Puffer Jacket",54,fulan 54,Prefer not to say,62,2912 Adams JunctionSuite 740,5575,West Alyssa,Queensland,Australia,Active,11172.0,2021-07-04,2021-07-22,18.0,Adults
4715,945,1008,106,3,318,Trousers,Wool,L,indigo,111,41,"A indigo coloured, L sized, Wool Trousers",54,fulan 54,Prefer not to say,62,2912 Adams JunctionSuite 740,5575,West Alyssa,Queensland,Australia,Active,11172.0,2021-07-04,2021-07-22,18.0,Adults
4716,945,817,117,2,234,Jacket,Shearling,M,yellow,95,60,"A yellow coloured, M sized, Shearling Jacket",54,fulan 54,Prefer not to say,62,2912 Adams JunctionSuite 740,5575,West Alyssa,Queensland,Australia,Active,11172.0,2021-07-04,2021-07-22,18.0,Adults
4717,945,580,100,2,200,Jacket,Bomber,XS,blue,90,44,"A blue coloured, XS sized, Bomber Jacket",54,fulan 54,Prefer not to say,62,2912 Adams JunctionSuite 740,5575,West Alyssa,Queensland,Australia,Active,11172.0,2021-07-04,2021-07-22,18.0,Adults
4718,945,899,94,2,188,Trousers,Cords,XL,blue,113,65,"A blue coloured, XL sized, Cords Trousers",54,fulan 54,Prefer not to say,62,2912 Adams JunctionSuite 740,5575,West Alyssa,Queensland,Australia,Active,11172.0,2021-07-04,2021-07-22,18.0,Adults
4719,946,613,112,1,112,Jacket,Cardigan,L,green,118,63,"A green coloured, L sized, Cardigan Jacket",455,fulan 455,Prefer not to say,60,539 Towne CrescentSuite 935,8038,Lake Sienna,Northern Territory,Australia,Active,33414.0,2021-04-20,2021-05-13,23.0,Adults
4720,946,4,96,3,288,Shirt,Oxford Cloth,XL,red,114,47,"A red coloured, XL sized, Oxford Cloth Shirt",455,fulan 455,Prefer not to say,60,539 Towne CrescentSuite 935,8038,Lake Sienna,Northern Territory,Australia,Active,33414.0,2021-04-20,2021-05-13,23.0,Adults
4721,947,1042,90,1,90,Trousers,Relaxed Leg,M,indigo,95,45,"A indigo coloured, M sized, Relaxed Leg Trousers",49,fulan 49,Female,56,30 Watson WayApt. 179,2511,Port Alyssa,Queensland,Australia,Active,47022.0,2021-06-24,2021-07-02,8.0,Adults
4722,947,359,94,1,94,Shirt,Henley,XL,orange,92,52,"A orange coloured, XL sized, Henley Shirt",49,fulan 49,Female,56,30 Watson WayApt. 179,2511,Port Alyssa,Queensland,Australia,Active,47022.0,2021-06-24,2021-07-02,8.0,Adults
4723,947,440,107,1,107,Jacket,Denim,XS,blue,92,49,"A blue coloured, XS sized, Denim Jacket",49,fulan 49,Female,56,30 Watson WayApt. 179,2511,Port Alyssa,Queensland,Australia,Active,47022.0,2021-06-24,2021-07-02,8.0,Adults
4724,948,972,97,2,194,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers",35,fulan 35,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,Active,18783.0,2021-08-24,2021-09-02,9.0,Seniors
4725,948,1246,112,1,112,Trousers,Tracksuit Bottoms,S,blue,91,48,"A blue coloured, S sized, Tracksuit Bottoms Trousers",35,fulan 35,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,Active,18783.0,2021-08-24,2021-09-02,9.0,Seniors
4726,948,121,92,1,92,Shirt,Denim,S,green,115,49,"A green coloured, S sized, Denim Shirt",35,fulan 35,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,Active,18783.0,2021-08-24,2021-09-02,9.0,Seniors
4727,948,896,94,1,94,Trousers,Cords,S,blue,113,59,"A blue coloured, S sized, Cords Trousers",35,fulan 35,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,Active,18783.0,2021-08-24,2021-09-02,9.0,Seniors
4728,949,621,112,3,336,Jacket,Cardigan,S,indigo,118,61,"A indigo coloured, S sized, Cardigan Jacket",244,fulan 244,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,50347.0,2021-02-02,2021-02-17,15.0,Adults
4729,949,850,113,1,113,Trousers,Chinos,XS,yellow,100,41,"A yellow coloured, XS sized, Chinos Trousers",244,fulan 244,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,50347.0,2021-02-02,2021-02-17,15.0,Adults
4730,949,827,117,1,117,Jacket,Shearling,M,blue,95,73,"A blue coloured, M sized, Shearling Jacket",244,fulan 244,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,50347.0,2021-02-02,2021-02-17,15.0,Adults
4731,949,870,113,1,113,Trousers,Chinos,XS,violet,100,72,"A violet coloured, XS sized, Chinos Trousers",244,fulan 244,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,50347.0,2021-02-02,2021-02-17,15.0,Adults
4732,949,316,109,3,327,Shirt,Mandarin Collar,S,red,108,48,"A red coloured, S sized, Mandarin Collar Shirt",244,fulan 244,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,50347.0,2021-02-02,2021-02-17,15.0,Adults
4733,949,914,96,2,192,Trousers,Drawstring,XL,red,104,77,"A red coloured, XL sized, Drawstring Trousers",244,fulan 244,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,50347.0,2021-02-02,2021-02-17,15.0,Adults
4734,950,1073,93,3,279,Trousers,Joggers,L,blue,94,75,"A blue coloured, L sized, Joggers Trousers",328,fulan 328,Prefer not to say,59,4309 Nguyen KnollApt. 851,6795,North Elijahshire,Western Australia,Australia,Active,43066.0,2021-10-16,2021-10-31,15.0,Adults
4735,950,1137,102,3,306,Trousers,Cargo Pants,M,green,106,78,"A green coloured, M sized, Cargo Pants Trousers",328,fulan 328,Prefer not to say,59,4309 Nguyen KnollApt. 851,6795,North Elijahshire,Western Australia,Australia,Active,43066.0,2021-10-16,2021-10-31,15.0,Adults
4736,950,170,91,3,273,Shirt,Linen,XS,violet,116,56,"A violet coloured, XS sized, Linen Shirt",328,fulan 328,Prefer not to say,59,4309 Nguyen KnollApt. 851,6795,North Elijahshire,Western Australia,Australia,Active,43066.0,2021-10-16,2021-10-31,15.0,Adults
4737,951,1059,93,3,279,Trousers,Joggers,XL,orange,94,44,"A orange coloured, XL sized, Joggers Trousers",515,fulan 515,Female,52,5778 Chloe CourtApt. 365,830,Huelhaven,Australian Capital Territory,Australia,Active,28300.0,2021-09-30,2021-10-23,23.0,Adults
4738,951,647,93,3,279,Jacket,Coach,m,green,115,63,"A green coloured, M sized, Coach Jacket",515,fulan 515,Female,52,5778 Chloe CourtApt. 365,830,Huelhaven,Australian Capital Territory,Australia,Active,28300.0,2021-09-30,2021-10-23,23.0,Adults
4739,951,631,93,1,93,Jacket,Coach,S,red,115,76,"A red coloured, S sized, Coach Jacket",515,fulan 515,Female,52,5778 Chloe CourtApt. 365,830,Huelhaven,Australian Capital Territory,Australia,Active,28300.0,2021-09-30,2021-10-23,23.0,Adults
4740,951,151,91,1,91,Shirt,Linen,S,yellow,116,60,"A yellow coloured, S sized, Linen Shirt",515,fulan 515,Female,52,5778 Chloe CourtApt. 365,830,Huelhaven,Australian Capital Territory,Australia,Active,28300.0,2021-09-30,2021-10-23,23.0,Adults
4741,951,154,91,1,91,Shirt,Linen,XL,yellow,116,54,"A yellow coloured, XL sized, Linen Shirt",515,fulan 515,Female,52,5778 Chloe CourtApt. 365,830,Huelhaven,Australian Capital Territory,Australia,Active,28300.0,2021-09-30,2021-10-23,23.0,Adults
4742,952,859,113,1,113,Trousers,Chinos,XL,green,100,50,"A green coloured, XL sized, Chinos Trousers",883,fulan 883,Prefer not to say,43,8557 Samantha GroveApt. 570,5255,Beahantown,South Australia,Australia,Active,57857.0,2021-08-05,2021-08-25,20.0,Adults
4743,952,721,119,2,238,Jacket,Trench Coat,S,blue,112,64,"A blue coloured, S sized, Trench Coat Jacket",883,fulan 883,Prefer not to say,43,8557 Samantha GroveApt. 570,5255,Beahantown,South Australia,Australia,Active,57857.0,2021-08-05,2021-08-25,20.0,Adults
4744,952,845,113,1,113,Trousers,Chinos,XS,orange,100,53,"A orange coloured, XS sized, Chinos Trousers",883,fulan 883,Prefer not to say,43,8557 Samantha GroveApt. 570,5255,Beahantown,South Australia,Australia,Active,57857.0,2021-08-05,2021-08-25,20.0,Adults
4745,952,707,119,3,357,Jacket,Trench Coat,M,orange,112,43,"A orange coloured, M sized, Trench Coat Jacket",883,fulan 883,Prefer not to say,43,8557 Samantha GroveApt. 570,5255,Beahantown,South Australia,Australia,Active,57857.0,2021-08-05,2021-08-25,20.0,Adults
4746,952,304,105,2,210,Shirt,Cuban Collar,XL,blue,93,73,"A blue coloured, XL sized, Cuban Collar Shirt",883,fulan 883,Prefer not to say,43,8557 Samantha GroveApt. 570,5255,Beahantown,South Australia,Australia,Active,57857.0,2021-08-05,2021-08-25,20.0,Adults
4747,952,1223,105,1,105,Trousers,Pleated,L,violet,90,48,"A violet coloured, L sized, Pleated Trousers",883,fulan 883,Prefer not to say,43,8557 Samantha GroveApt. 570,5255,Beahantown,South Australia,Australia,Active,57857.0,2021-08-05,2021-08-25,20.0,Adults
4748,952,78,118,2,236,Shirt,Flannel,L,orange,96,59,"A orange coloured, L sized, Flannel Shirt",883,fulan 883,Prefer not to say,43,8557 Samantha GroveApt. 570,5255,Beahantown,South Australia,Australia,Active,57857.0,2021-08-05,2021-08-25,20.0,Adults
4749,953,915,96,2,192,Trousers,Drawstring,XS,orange,104,41,"A orange coloured, XS sized, Drawstring Trousers",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4750,953,80,118,1,118,Shirt,Flannel,XS,yellow,96,41,"A yellow coloured, XS sized, Flannel Shirt",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4751,953,1128,102,2,204,Trousers,Cargo Pants,L,orange,106,78,"A orange coloured, L sized, Cargo Pants Trousers",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4752,953,232,106,2,212,Shirt,Chambray,M,blue,105,66,"A blue coloured, M sized, Chambray Shirt",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4753,953,815,117,3,351,Jacket,Shearling,XS,yellow,95,66,"A yellow coloured, XS sized, Shearling Jacket",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4754,953,369,94,2,188,Shirt,Henley,XL,green,92,64,"A green coloured, XL sized, Henley Shirt",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4755,953,302,105,1,105,Shirt,Cuban Collar,M,blue,93,55,"A blue coloured, M sized, Cuban Collar Shirt",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4756,953,304,105,1,105,Shirt,Cuban Collar,XL,blue,93,73,"A blue coloured, XL sized, Cuban Collar Shirt",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4757,953,509,102,3,306,Jacket,Windbreaker,XL,green,109,71,"A green coloured, XL sized, Windbreaker Jacket",733,fulan 733,Prefer not to say,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,Active,28033.0,2021-04-18,2021-04-26,8.0,Seniors
4758,954,942,96,2,192,Trousers,Drawstring,M,violet,104,73,"A violet coloured, M sized, Drawstring Trousers",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4759,954,791,91,1,91,Jacket,Pullover,S,blue,114,73,"A blue coloured, S sized, Pullover Jacket",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4760,954,232,106,1,106,Shirt,Chambray,M,blue,105,66,"A blue coloured, M sized, Chambray Shirt",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4761,954,824,117,2,234,Jacket,Shearling,XL,green,95,51,"A green coloured, XL sized, Shearling Jacket",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4762,954,586,100,3,300,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4763,954,1245,112,2,224,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4764,954,617,112,3,336,Jacket,Cardigan,M,blue,118,57,"A blue coloured, M sized, Cardigan Jacket",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4765,954,1011,106,3,318,Trousers,Wool,S,violet,111,59,"A violet coloured, S sized, Wool Trousers",370,fulan 370,Prefer not to say,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,Active,33703.0,2021-03-28,2021-04-15,18.0,Adults
4766,955,131,92,1,92,Shirt,Denim,S,indigo,115,69,"A indigo coloured, S sized, Denim Shirt",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,30609.0,2021-01-20,2021-02-05,16.0,Adults
4767,955,393,119,1,119,Shirt,Casual Slim Fit,L,orange,113,76,"A orange coloured, L sized, Casual Slim Fit Shirt",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,30609.0,2021-01-20,2021-02-05,16.0,Adults
4768,955,966,97,1,97,Trousers,Slim-Fit,S,blue,119,49,"A blue coloured, S sized, Slim-Fit Trousers",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,30609.0,2021-01-20,2021-02-05,16.0,Adults
4769,955,1229,112,3,336,Trousers,Tracksuit Bottoms,XL,red,91,45,"A red coloured, XL sized, Tracksuit Bottoms Trousers",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,30609.0,2021-01-20,2021-02-05,16.0,Adults
4770,955,938,96,3,288,Trousers,Drawstring,L,indigo,104,77,"A indigo coloured, L sized, Drawstring Trousers",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,30609.0,2021-01-20,2021-02-05,16.0,Adults
4771,956,695,113,3,339,Jacket,Parka,XS,violet,119,59,"A violet coloured, XS sized, Parka Jacket",549,fulan 549,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,Active,19917.0,2021-05-18,2021-06-07,20.0,Adults
4772,956,672,113,2,226,Jacket,Parka,M,orange,119,51,"A orange coloured, M sized, Parka Jacket",549,fulan 549,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,Active,19917.0,2021-05-18,2021-06-07,20.0,Adults
4773,956,377,94,2,188,Shirt,Henley,M,indigo,92,70,"A indigo coloured, M sized, Henley Shirt",549,fulan 549,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,Active,19917.0,2021-05-18,2021-06-07,20.0,Adults
4774,956,1250,112,2,224,Trousers,Tracksuit Bottoms,XS,indigo,91,63,"A indigo coloured, XS sized, Tracksuit Bottoms Trousers",549,fulan 549,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,Active,19917.0,2021-05-18,2021-06-07,20.0,Adults
4775,956,548,98,3,294,Jacket,Leather,L,blue,113,62,"A blue coloured, L sized, Leather Jacket",549,fulan 549,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,Active,19917.0,2021-05-18,2021-06-07,20.0,Adults
4776,957,48,104,1,104,Shirt,Dress,L,yellow,119,56,"A yellow coloured, L sized, Dress Shirt",740,fulan 740,Prefer not to say,73,7490 Lily WaySuite 419,531,Port Molly,Tasmania,Australia,Active,47132.0,2021-08-20,2021-08-30,10.0,Seniors
4777,957,107,92,2,184,Shirt,Denim,M,red,115,49,"A red coloured, M sized, Denim Shirt",740,fulan 740,Prefer not to say,73,7490 Lily WaySuite 419,531,Port Molly,Tasmania,Australia,Active,47132.0,2021-08-20,2021-08-30,10.0,Seniors
4778,958,1184,99,2,198,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers",577,fulan 577,Prefer not to say,32,11 Savannah LaneSuite 334,6269,Heaneyview,South Australia,Australia,Active,42170.0,2021-06-21,2021-07-01,10.0,Adults
4779,958,157,91,1,91,Shirt,Linen,M,green,116,42,"A green coloured, M sized, Linen Shirt",577,fulan 577,Prefer not to say,32,11 Savannah LaneSuite 334,6269,Heaneyview,South Australia,Australia,Active,42170.0,2021-06-21,2021-07-01,10.0,Adults
4780,959,732,119,3,357,Jacket,Trench Coat,M,violet,112,61,"A violet coloured, M sized, Trench Coat Jacket",565,fulan 565,Prefer not to say,73,27 Kiara MeadowSuite 662,4126,Hamiltonport,Queensland,Australia,Active,10777.0,2021-01-17,2021-02-10,24.0,Seniors
4781,959,205,98,3,294,Shirt,Camp Collared,XS,violet,112,72,"A violet coloured, XS sized, Camp Collared Shirt",565,fulan 565,Prefer not to say,73,27 Kiara MeadowSuite 662,4126,Hamiltonport,Queensland,Australia,Active,10777.0,2021-01-17,2021-02-10,24.0,Seniors
4782,959,1184,99,3,297,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers",565,fulan 565,Prefer not to say,73,27 Kiara MeadowSuite 662,4126,Hamiltonport,Queensland,Australia,Active,10777.0,2021-01-17,2021-02-10,24.0,Seniors
4783,960,313,105,3,315,Shirt,Cuban Collar,L,violet,93,78,"A violet coloured, L sized, Cuban Collar Shirt",362,fulan 362,Prefer not to say,39,102 Mitchell IslandSuite 599,329,West Zoeberg,Queensland,Australia,Active,32197.0,2021-09-19,2021-10-07,18.0,Adults
4784,960,535,98,3,294,Jacket,Leather,XS,yellow,113,73,"A yellow coloured, XS sized, Leather Jacket",362,fulan 362,Prefer not to say,39,102 Mitchell IslandSuite 599,329,West Zoeberg,Queensland,Australia,Active,32197.0,2021-09-19,2021-10-07,18.0,Adults
4785,960,1012,106,3,318,Trousers,Wool,M,violet,111,51,"A violet coloured, M sized, Wool Trousers",362,fulan 362,Prefer not to say,39,102 Mitchell IslandSuite 599,329,West Zoeberg,Queensland,Australia,Active,32197.0,2021-09-19,2021-10-07,18.0,Adults
4786,960,147,91,1,91,Shirt,Linen,M,orange,116,42,"A orange coloured, M sized, Linen Shirt",362,fulan 362,Prefer not to say,39,102 Mitchell IslandSuite 599,329,West Zoeberg,Queensland,Australia,Active,32197.0,2021-09-19,2021-10-07,18.0,Adults
4787,960,45,104,2,208,Shirt,Dress,XS,yellow,119,69,"A yellow coloured, XS sized, Dress Shirt",362,fulan 362,Prefer not to say,39,102 Mitchell IslandSuite 599,329,West Zoeberg,Queensland,Australia,Active,32197.0,2021-09-19,2021-10-07,18.0,Adults
4788,960,606,112,1,112,Jacket,Cardigan,S,yellow,118,79,"A yellow coloured, S sized, Cardigan Jacket",362,fulan 362,Prefer not to say,39,102 Mitchell IslandSuite 599,329,West Zoeberg,Queensland,Australia,Active,32197.0,2021-09-19,2021-10-07,18.0,Adults
4789,961,1255,112,2,224,Trousers,Tracksuit Bottoms,XS,violet,91,67,"A violet coloured, XS sized, Tracksuit Bottoms Trousers",717,fulan 717,Prefer not to say,20,970 Braun MewsApt. 629,1564,Haydenhaven,Victoria,Australia,Active,54557.0,2021-03-19,2021-04-15,27.0,Youth
4790,961,901,94,1,94,Trousers,Cords,S,indigo,113,60,"A indigo coloured, S sized, Cords Trousers",717,fulan 717,Prefer not to say,20,970 Braun MewsApt. 629,1564,Haydenhaven,Victoria,Australia,Active,54557.0,2021-03-19,2021-04-15,27.0,Youth
4791,961,1143,102,1,102,Trousers,Cargo Pants,L,blue,106,77,"A blue coloured, L sized, Cargo Pants Trousers",717,fulan 717,Prefer not to say,20,970 Braun MewsApt. 629,1564,Haydenhaven,Victoria,Australia,Active,54557.0,2021-03-19,2021-04-15,27.0,Youth
4792,961,636,93,3,279,Jacket,Coach,S,orange,115,55,"A orange coloured, S sized, Coach Jacket",717,fulan 717,Prefer not to say,20,970 Braun MewsApt. 629,1564,Haydenhaven,Victoria,Australia,Active,54557.0,2021-03-19,2021-04-15,27.0,Youth
4793,962,866,113,3,339,Trousers,Chinos,S,indigo,100,67,"A indigo coloured, S sized, Chinos Trousers",657,fulan 657,Male,25,95 Skye PassApt. 600,7643,Port Eveland,South Australia,Australia,Active,49485.0,2021-02-09,2021-02-18,9.0,Adults
4794,962,750,109,3,327,Jacket,Peacoat,XS,green,102,61,"A green coloured, XS sized, Peacoat Jacket",657,fulan 657,Male,25,95 Skye PassApt. 600,7643,Port Eveland,South Australia,Australia,Active,49485.0,2021-02-09,2021-02-18,9.0,Adults
4795,962,326,109,3,327,Shirt,Mandarin Collar,S,yellow,108,76,"A yellow coloured, S sized, Mandarin Collar Shirt",657,fulan 657,Male,25,95 Skye PassApt. 600,7643,Port Eveland,South Australia,Australia,Active,49485.0,2021-02-09,2021-02-18,9.0,Adults
4796,962,367,94,2,188,Shirt,Henley,M,green,92,65,"A green coloured, M sized, Henley Shirt",657,fulan 657,Male,25,95 Skye PassApt. 600,7643,Port Eveland,South Australia,Australia,Active,49485.0,2021-02-09,2021-02-18,9.0,Adults
4797,962,262,95,1,95,Shirt,Polo,M,green,117,62,"A green coloured, M sized, Polo Shirt",657,fulan 657,Male,25,95 Skye PassApt. 600,7643,Port Eveland,South Australia,Australia,Active,49485.0,2021-02-09,2021-02-18,9.0,Adults
4798,962,387,119,3,357,Shirt,Casual Slim Fit,M,red,113,67,"A red coloured, M sized, Casual Slim Fit Shirt",657,fulan 657,Male,25,95 Skye PassApt. 600,7643,Port Eveland,South Australia,Australia,Active,49485.0,2021-02-09,2021-02-18,9.0,Adults
4799,963,802,91,1,91,Jacket,Pullover,M,violet,114,78,"A violet coloured, M sized, Pullover Jacket",108,fulan 108,Prefer not to say,57,7285 Mason BoulevardSuite 754,1392,Port Rosemouth,Queensland,Australia,Active,18632.0,2021-06-18,2021-07-14,26.0,Adults
4800,963,513,102,2,204,Jacket,Windbreaker,L,blue,109,41,"A blue coloured, L sized, Windbreaker Jacket",108,fulan 108,Prefer not to say,57,7285 Mason BoulevardSuite 754,1392,Port Rosemouth,Queensland,Australia,Active,18632.0,2021-06-18,2021-07-14,26.0,Adults
